Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
947;0;0;0;0;1;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,1,0,1,0,0
948;0;0;0;0;1;1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,1,0,1,0,1
949;0;0;0;1;0;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,1,0,1,0
950;0;0;0;1;0;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,1,0,1,1
951;0;0;0;1;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,1,1,0,0
952;0;0;0;1;0;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,1,1,0,1
953;0;0;0;1;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,1,0,1,0
954;0;0;0;1;0;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,1,0,1,1
955;0;0;0;1;0;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,1,1,0,0
956;0;0;0;1;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,1,1,0,1
957;0;0;0;1;0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,1,0,1,0
958;0;0;0;1;0;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,1,0,1,1
959;0;0;0;1;0;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,1,1,0,0
960;0;0;0;1;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,1,1,0,1
961;0;0;0;1;0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,1,0,1,0
962;0;0;0;1;0;1;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,1,0,1,1
963;0;0;0;1;0;1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,1,1,0,0
964;0;0;0;1;0;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,1,1,0,1
965;0;0;0;1;0;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,1,0,0,1,0
966;0;0;0;1;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,1,0,0,1,1
967;0;0;0;1;0;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,1,0,1,0,0
968;0;0;0;1;0;1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,1,0,1,0,1
969;0;0;0;1;1;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,1,0,1,0
970;0;0;0;1;1;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,1,0,1,1
971;0;0;0;1;1;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,1,1,0,0
972;0;0;0;1;1;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,1,1,0,1
973;0;0;0;1;1;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,1,0,1,0
974;0;0;0;1;1;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,1,0,1,1
975;0;0;0;1;1;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,1,1,0,0
976;0;0;0;1;1;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,1,1,0,1
977;0;0;0;1;1;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,1,0,1,0
978;0;0;0;1;1;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,1,0,1,1
979;0;0;0;1;1;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,1,1,0,0
980;0;0;0;1;1;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,1,1,0,1
981;0;0;0;1;1;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,1,0,0,1,0
982;0;0;0;1;1;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,1,0,0,1,1
983;0;0;0;1;1;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,1,0,1,0,0
984;0;0;0;1;1;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,1,0,1,0,1
985;0;0;0;1;1;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,1,0,1,0
986;0;0;0;1;1;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,1,0,1,1
987;0;0;0;1;1;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,1,1,0,0
988;0;0;0;1;1;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,1,1,0,1
989;0;0;0;1;1;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,1,0,1,0
990;0;0;0;1;1;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,1,0,1,1
991;0;0;0;1;1;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,1,1,0,0
992;0;0;0;1;1;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,1,1,0,1
993;0;0;0;1;1;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,1,0,0,1,0
994;0;0;0;1;1;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,1,0,0,1,1
995;0;0;0;1;1;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,1,0,1,0,0
996;0;0;0;1;1;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,1,0,1,0,1
997;0;0;0;1;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,1,0,1,0
998;0;0;0;1;1;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,1,0,1,1
999;0;0;0;1;1;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,1,1,0,0
1000;0;0;0;1;1;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,1,1,0,1
1001;0;0;0;1;1;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,1,0,0,1,0
1002;0;0;0;1;1;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,1,0,0,1,1
1003;0;0;0;1;1;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,1,0,1,0,0
1004;0;0;0;1;1;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,1,0,1,0,1
1005;0;0;0;1;1;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,0,0,0,1,0
1006;0;0;0;1;1;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,0,0,0,1,1
1007;0;0;0;1;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,0,0,1,0,0
1008;0;0;0;1;1;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,0,0,1,0,1
1009;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,1,0,1,0
1010;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,1,0,1,1
1011;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,1,1,0,0
1012;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,1,1,0,1
1013;0;0;1;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,1,0,1,0
1014;0;0;1;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,1,0,1,1
1015;0;0;1;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,1,1,0,0
1016;0;0;1;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,1,1,0,1
1017;0;0;1;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,1,0,1,0
1018;0;0;1;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,1,0,1,1
1019;0;0;1;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,1,1,0,0
1020;0;0;1;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,1,1,0,1
1021;0;0;1;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,1,0,1,0
1022;0;0;1;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,1,0,1,1
1023;0;0;1;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,1,1,0,0
1024;0;0;1;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,1,1,0,1
1025;0;0;1;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,1,0,0,1,0
1026;0;0;1;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,1,0,0,1,1
1027;0;0;1;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,1,0,1,0,0
1028;0;0;1;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,1,0,1,0,1
1029;0;0;1;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,1,0,1,0
1030;0;0;1;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,1,0,1,1
1031;0;0;1;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,1,1,0,0
1032;0;0;1;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,1,1,0,1
1033;0;0;1;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,1,0,1,0
1034;0;0;1;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,1,0,1,1
1035;0;0;1;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,1,1,0,0
1036;0;0;1;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,1,1,0,1
1037;0;0;1;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,1,0,1,0
1038;0;0;1;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,1,0,1,1
1039;0;0;1;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,1,1,0,0
1040;0;0;1;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,1,1,0,1
1041;0;0;1;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,1,0,0,1,0
1042;0;0;1;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,1,0,0,1,1
1043;0;0;1;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,1,0,1,0,0
1044;0;0;1;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,1,0,1,0,1
1045;0;0;1;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,1,0,1,0
1046;0;0;1;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,1,0,1,1
1047;0;0;1;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,1,1,0,0
1048;0;0;1;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,1,1,0,1
1049;0;0;1;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,1,0,1,0
1050;0;0;1;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,1,0,1,1
1051;0;0;1;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,1,1,0,0
1052;0;0;1;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,1,1,0,1
1053;0;0;1;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,1,0,0,1,0
1054;0;0;1;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,1,0,0,1,1
1055;0;0;1;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,1,0,1,0,0
1056;0;0;1;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,1,0,1,0,1
1057;0;0;1;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,1,0,1,0
1058;0;0;1;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,1,0,1,1
1059;0;0;1;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,1,1,0,0
1060;0;0;1;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,1,1,0,1
1061;0;0;1;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,1,0,0,1,0
1062;0;0;1;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,1,0,0,1,1
1063;0;0;1;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,1,0,1,0,0
1064;0;0;1;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,1,0,1,0,1
1065;0;0;1;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,0,0,0,1,0
1066;0;0;1;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,0,0,0,1,1
1067;0;0;1;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,0,0,1,0,0
1068;0;0;1;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,0,0,1,0,1
1069;0;0;1;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1070;0;0;1;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1071;0;0;1;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1072;0;0;1;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1073;0;0;1;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1074;0;0;1;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1075;0;0;1;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1076;0;0;1;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1077;0;0;1;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1078;0;0;1;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1079;0;0;1;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1080;0;0;1;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1081;0;0;1;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1082;0;0;1;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1083;0;0;1;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1084;0;0;1;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1085;0;0;1;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1086;0;0;1;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1087;0;0;1;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1088;0;0;1;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1089;0;0;1;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1090;0;0;1;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1091;0;0;1;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1092;0;0;1;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1093;0;0;1;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1094;0;0;1;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1095;0;0;1;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1096;0;0;1;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1097;0;0;1;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1098;0;0;1;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1099;0;0;1;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1100;0;0;1;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1101;0;0;1;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1102;0;0;1;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
1103;0;0;1;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,0,1,0,0
1104;0;0;1;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,0,1,0,1
1105;0;0;1;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,0,0,1,0
1106;0;0;1;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,0,0,1,1
1107;0;0;1;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,0,1,0,0
1108;0;0;1;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,0,1,0,1
1109;0;0;1;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,1,0,1,0
1110;0;0;1;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,1,0,1,1
1111;0;0;1;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,1,1,0,0
1112;0;0;1;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,1,1,0,1
1113;0;0;1;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,1,0,1,0
1114;0;0;1;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,1,0,1,1
1115;0;0;1;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,1,1,0,0
1116;0;0;1;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,1,1,0,1
1117;0;0;1;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,0,0,1,0
1118;0;0;1;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,0,0,1,1
1119;0;0;1;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,0,1,0,0
1120;0;0;1;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,0,1,0,1
1121;0;0;1;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,1,0,1,0
1122;0;0;1;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,1,0,1,1
1123;0;0;1;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,1,1,0,0
1124;0;0;1;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,1,1,0,1
1125;0;0;1;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,0,0,1,0
1126;0;0;1;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,0,0,1,1
1127;0;0;1;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,0,1,0,0
1128;0;0;1;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,0,1,0,1
1129;0;0;1;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,0,0,1,0
1130;0;0;1;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,0,0,1,1
1131;0;0;1;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,0,1,0,0
1132;0;0;1;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,0,1,0,1
1133;0;0;1;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,1,0,1,0
1134;0;0;1;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,1,0,1,1
1135;0;0;1;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,1,1,0,0
1136;0;0;1;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,1,1,0,1
1137;0;0;1;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,0,0,1,0
1138;0;0;1;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,0,0,1,1
1139;0;0;1;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,0,1,0,0
1140;0;0;1;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,0,1,0,1
1141;0;0;1;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,0,0,1,0
1142;0;0;1;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,0,0,1,1
1143;0;0;1;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,0,1,0,0
1144;0;0;1;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,0,1,0,1
1145;0;0;1;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,0,0,1,0
