Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
732;1;0;0;1;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
733;1;0;0;1;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
734;1;0;0;1;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
735;1;0;0;1;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
736;1;0;0;1;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
737;1;0;0;1;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
738;1;0;0;1;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
739;1;0;0;1;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
740;1;0;0;1;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
741;1;0;0;1;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
742;1;0;0;1;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
743;1;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,1,0,0
744;1;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,1,1,1
745;1;0;1;0;0;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,1,0,0
746;1;0;1;0;0;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,1,1,1
747;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,1,0,0
748;1;0;1;0;0;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,1,1,1
749;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,0,0,0
750;1;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,0,1,1
751;1;0;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,1,0,0
752;1;0;1;0;0;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,1,1,1
753;1;0;1;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,1,0,0
754;1;0;1;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,1,1,1
755;1;0;1;0;0;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,0,0,0
756;1;0;1;0;0;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,0,1,1
757;1;0;1;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,1,0,0
758;1;0;1;0;0;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,1,1,1
759;1;0;1;0;0;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,0,0,0
760;1;0;1;0;0;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,0,1,1
761;1;0;1;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,0,0,0
762;1;0;1;0;0;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,0,1,1
763;1;0;1;0;1;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,1,0,0
764;1;0;1;0;1;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,1,1,1
765;1;0;1;0;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
766;1;0;1;0;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
767;1;0;1;0;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
768;1;0;1;0;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
769;1;0;1;0;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
770;1;0;1;0;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
771;1;0;1;0;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
772;1;0;1;0;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
773;1;0;1;0;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
774;1;0;1;0;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
775;1;0;1;0;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
776;1;0;1;0;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
777;1;0;1;0;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
778;1;0;1;0;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
779;1;0;1;0;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
780;1;0;1;0;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
781;1;0;1;0;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
782;1;0;1;0;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
783;1;0;1;1;0;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,0,1,1,0,0
784;1;0;1;1;0;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,0,1,1,1,1
785;1;0;1;1;0;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,0,1,0,0
786;1;0;1;1;0;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,0,1,1,1
787;1;0;1;1;0;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,0,0,0
788;1;0;1;1;0;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,0,1,1
789;1;0;1;1;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,0,1,0,0
790;1;0;1;1;0;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,0,1,1,1
791;1;0;1;1;0;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,0,0,0
792;1;0;1;1;0;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,0,1,1
793;1;0;1;1;0;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,0,0,0
794;1;0;1;1;0;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,0,1,1
795;1;0;1;1;0;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,0,1,0,0
796;1;0;1;1;0;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,0,1,1,1
797;1;0;1;1;0;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,0,0,0
798;1;0;1;1;0;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,0,1,1
799;1;0;1;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,0,0,0
800;1;0;1;1;0;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,0,1,1
801;1;0;1;1;0;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,0,0,0
802;1;0;1;1;0;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,0,1,1
803;1;0;1;1;1;0;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,0,1,0,0
804;1;0;1;1;1;0;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,0,1,1,1
805;1;0;1;1;1;0;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,0,0,0
806;1;0;1;1;1;0;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,0,1,1
807;1;0;1;1;1;0;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,0,0,0
808;1;0;1;1;1;0;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,0,1,1
809;1;0;1;1;1;0;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,0,0,0
810;1;0;1;1;1;0;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,0,1,1
811;1;0;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,0,0,0
812;1;0;1;1;1;1;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,0,1,1
813;1;1;0;0;0;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,1,0,0
814;1;1;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,1,1,1
815;1;1;0;0;0;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,1,0,0
816;1;1;0;0;0;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,1,1,1
817;1;1;0;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,1,0,0
818;1;1;0;0;0;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,1,1,1
819;1;1;0;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,0,0,0
820;1;1;0;0;0;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,0,1,1
821;1;1;0;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,1,0,0
822;1;1;0;0;0;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,1,1,1
823;1;1;0;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,1,0,0
824;1;1;0;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,1,1,1
825;1;1;0;0;0;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,0,0,0
826;1;1;0;0;0;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,0,1,1
827;1;1;0;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,1,0,0
828;1;1;0;0;0;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,1,1,1
829;1;1;0;0;0;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,0,0,0
830;1;1;0;0;0;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,0,1,1
831;1;1;0;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,0,0,0
832;1;1;0;0;0;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,0,1,1
833;1;1;0;0;1;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,1,0,0
834;1;1;0;0;1;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,1,1,1
835;1;1;0;0;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
836;1;1;0;0;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
837;1;1;0;0;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
838;1;1;0;0;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
839;1;1;0;0;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
840;1;1;0;0;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
841;1;1;0;0;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
842;1;1;0;0;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
843;1;1;0;0;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
844;1;1;0;0;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
845;1;1;0;0;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
846;1;1;0;0;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
847;1;1;0;0;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
848;1;1;0;0;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
849;1;1;0;0;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
850;1;1;0;0;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
851;1;1;0;0;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
852;1;1;0;0;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
853;1;1;0;1;0;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,0,1,1,0,0
854;1;1;0;1;0;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,0,1,1,1,1
855;1;1;0;1;0;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,0,1,0,0
856;1;1;0;1;0;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,0,1,1,1
857;1;1;0;1;0;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,0,0,0
858;1;1;0;1;0;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,0,1,1
859;1;1;0;1;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,0,1,0,0
860;1;1;0;1;0;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,0,1,1,1
861;1;1;0;1;0;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,0,0,0
862;1;1;0;1;0;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,0,1,1
863;1;1;0;1;0;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,0,0,0
864;1;1;0;1;0;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,0,1,1
865;1;1;0;1;0;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,0,1,0,0
866;1;1;0;1;0;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,0,1,1,1
867;1;1;0;1;0;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,0,0,0
868;1;1;0;1;0;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,0,1,1
869;1;1;0;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,0,0,0
870;1;1;0;1;0;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,0,1,1
871;1;1;0;1;0;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,0,0,0
872;1;1;0;1;0;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,0,1,1
873;1;1;0;1;1;0;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,0,1,0,0
874;1;1;0;1;1;0;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,0,1,1,1
875;1;1;0;1;1;0;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,0,0,0
876;1;1;0;1;1;0;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,0,1,1
877;1;1;0;1;1;0;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,0,0,0
878;1;1;0;1;1;0;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,0,1,1
879;1;1;0;1;1;0;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,0,0,0
880;1;1;0;1;1;0;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,0,1,1
881;1;1;0;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,0,0,0
882;1;1;0;1;1;1;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,0,1,1
883;1;1;1;0;0;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,0,1,1,0,0
884;1;1;1;0;0;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,0,1,1,1,1
885;1;1;1;0;0;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,0,1,0,0
886;1;1;1;0;0;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,0,1,1,1
887;1;1;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,0,0,0
888;1;1;1;0;0;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,0,1,1
889;1;1;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,0,1,0,0
890;1;1;1;0;0;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,0,1,1,1
891;1;1;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,0,0,0
892;1;1;1;0;0;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,0,1,1
893;1;1;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,0,0,0
894;1;1;1;0;0;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,0,1,1
895;1;1;1;0;0;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,0,1,0,0
896;1;1;1;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,0,1,1,1
897;1;1;1;0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,0,0,0
898;1;1;1;0;0;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,0,1,1
899;1;1;1;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,0,0,0
900;1;1;1;0;0;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,0,1,1
901;1;1;1;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,0,0,0
902;1;1;1;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,0,1,1
903;1;1;1;0;1;0;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,0,1,0,0
904;1;1;1;0;1;0;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,0,1,1,1
905;1;1;1;0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,0,0,0
906;1;1;1;0;1;0;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,0,1,1
907;1;1;1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,0,0,0
908;1;1;1;0;1;0;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,0,1,1
909;1;1;1;0;1;0;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,0,0,0
910;1;1;1;0;1;0;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,0,1,1
911;1;1;1;0;1;1;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,0,0,0
912;1;1;1;0;1;1;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,0,1,1
913;1;1;1;1;0;0;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,0,0,1,0,0
914;1;1;1;1;0;0;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,0,0,1,1,1
915;1;1;1;1;0;0;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,0,1,0,0,0
916;1;1;1;1;0;0;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,0,1,0,1,1
917;1;1;1;1;0;0;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,1,0,0,0,0
918;1;1;1;1;0;0;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,1,0,0,1,1
919;1;1;1;1;0;0;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,0,0,0,0,0
920;1;1;1;1;0;0;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,0,0,0,1,1
921;1;1;1;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,0,0,0,0,0
922;1;1;1;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,0,0,0,1,1
923;1;1;1;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,0,0,0,0,0
924;1;1;1;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,0,0,0,1,1
925;0;0;0;0;0;1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,1,1,0,1,0
926;0;0;0;0;0;1;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,1,1,0,1,1
927;0;0;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,1,1,1,0,0
928;0;0;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,1,1,1,0,1
929;0;0;0;0;1;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,1,1,0,1,0
930;0;0;0;0;1;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,1,1,0,1,1
931;0;0;0;0;1;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,1,1,1,0,0
932;0;0;0;0;1;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,1,1,1,0,1
933;0;0;0;0;1;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,1,1,0,1,0
934;0;0;0;0;1;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,1,1,0,1,1
935;0;0;0;0;1;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,1,1,1,0,0
936;0;0;0;0;1;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,1,1,1,0,1
937;0;0;0;0;1;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,1,1,0,1,0
938;0;0;0;0;1;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,1,1,0,1,1
939;0;0;0;0;1;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,1,1,1,0,0
940;0;0;0;0;1;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,1,1,1,0,1
941;0;0;0;0;1;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,0,1,0,1,0
942;0;0;0;0;1;1;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,0,1,0,1,1
943;0;0;0;0;1;1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,0,1,1,0,0
944;0;0;0;0;1;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,0,1,1,0,1
945;0;0;0;0;1;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,1,0,0,1,0
946;0;0;0;0;1;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,1,0,0,1,1
