Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status
1904;1;1;1;0;1;0;1;0;0;0;1;0;1;7;6;Ganado
1905;1;1;1;0;1;1;0;0;0;0;0;1;0;6;7;Perdido
1906;1;1;1;0;1;1;0;0;0;0;0;1;1;7;6;Ganado
1907;1;1;1;0;1;1;0;0;0;0;1;0;0;6;7;Perdido
1908;1;1;1;0;1;1;0;0;0;0;1;0;1;7;6;Ganado
1909;1;1;1;1;0;0;0;0;0;1;0;1;0;6;7;Perdido
1910;1;1;1;1;0;0;0;0;0;1;0;1;1;7;6;Ganado
1911;1;1;1;1;0;0;0;0;0;1;1;0;0;6;7;Perdido
1912;1;1;1;1;0;0;0;0;0;1;1;0;1;7;6;Ganado
1913;1;1;1;1;0;0;0;0;1;0;0;1;0;6;7;Perdido
1914;1;1;1;1;0;0;0;0;1;0;0;1;1;7;6;Ganado
1915;1;1;1;1;0;0;0;0;1;0;1;0;0;6;7;Perdido
1916;1;1;1;1;0;0;0;0;1;0;1;0;1;7;6;Ganado
1917;1;1;1;1;0;0;0;1;0;0;0;1;0;6;7;Perdido
1918;1;1;1;1;0;0;0;1;0;0;0;1;1;7;6;Ganado
1919;1;1;1;1;0;0;0;1;0;0;1;0;0;6;7;Perdido
1920;1;1;1;1;0;0;0;1;0;0;1;0;1;7;6;Ganado
1921;1;1;1;1;0;0;1;0;0;0;0;1;0;6;7;Perdido
1922;1;1;1;1;0;0;1;0;0;0;0;1;1;7;6;Ganado
1923;1;1;1;1;0;0;1;0;0;0;1;0;0;6;7;Perdido
1924;1;1;1;1;0;0;1;0;0;0;1;0;1;7;6;Ganado
1925;1;1;1;1;0;1;0;0;0;0;0;1;0;6;7;Perdido
1926;1;1;1;1;0;1;0;0;0;0;0;1;1;7;6;Ganado
1927;1;1;1;1;0;1;0;0;0;0;1;0;0;6;7;Perdido
1928;1;1;1;1;0;1;0;0;0;0;1;0;1;7;6;Ganado
1929;1;1;1;1;1;0;0;0;0;0;0;1;0;6;7;Perdido
1930;1;1;1;1;1;0;0;0;0;0;0;1;1;7;6;Ganado
1931;1;1;1;1;1;0;0;0;0;0;1;0;0;6;7;Perdido
1932;1;1;1;1;1;0;0;0;0;0;1;0;1;7;6;Ganado
